image,qual_mos,dist_prob
VizWiz_train_00005462,0.533125,"[0.0625, 0.09375, 0.5625, 0.0625, 0.03125, 0.28125, 0.03125]"
VizWiz_train_00006146,0.362285714285714,"[0.5714285714285714, 0.2, 0.5714285714285714, 0.2571428571428571, 0.17142857142857143, 0.02857142857142857, 0.02857142857142857]"
VizWiz_train_00006245,0.455172413793103,"[0.6206896551724138, 0.20689655172413793, 0.20689655172413793, 0.06896551724137931, 0.10344827586206896, 0.10344827586206896, 0.0]"
VizWiz_train_00005207,0.480322580645161,"[0.3548387096774194, 0.0967741935483871, 0.2903225806451613, 0.12903225806451613, 0.16129032258064516, 0.3225806451612903, 0.0]"
VizWiz_train_00006785,0.341875,"[0.375, 0.15625, 0.78125, 0.46875, 0.0, 0.0, 0.0]"
VizWiz_train_00006382,0.2440625,"[0.0625, 0.0, 0.0, 0.875, 0.0625, 0.0625, 0.0]"
VizWiz_train_00006495,0.275588235294118,"[0.5, 0.11764705882352941, 0.4117647058823529, 0.4117647058823529, 0.14705882352941177, 0.058823529411764705, 0.0]"
VizWiz_train_00006257,0.453103448275862,"[0.10344827586206896, 0.10344827586206896, 0.06896551724137931, 0.4827586206896552, 0.2413793103448276, 0.1724137931034483, 0.0]"
VizWiz_train_00006090,0.725135135135135,"[0.05405405405405406, 0.05405405405405406, 0.2972972972972973, 0.05405405405405406, 0.08108108108108109, 0.5135135135135135, 0.0]"
VizWiz_train_00006219,0.36,"[0.7575757575757576, 0.2727272727272727, 0.18181818181818182, 0.030303030303030304, 0.12121212121212122, 0.0, 0.0]"
VizWiz_train_00006661,0.479705882352941,"[0.4411764705882353, 0.2647058823529412, 0.23529411764705882, 0.0, 0.11764705882352941, 0.17647058823529413, 0.0]"
VizWiz_train_00005338,0.736363636363636,"[0.09090909090909091, 0.030303030303030304, 0.36363636363636365, 0.0, 0.06060606060606061, 0.48484848484848486, 0.0]"
VizWiz_train_00006922,0.730540540540541,"[0.10810810810810811, 0.05405405405405406, 0.1891891891891892, 0.02702702702702703, 0.02702702702702703, 0.6216216216216216, 0.0]"
VizWiz_train_00006412,0.665454545454546,"[0.030303030303030304, 0.0, 0.5151515151515151, 0.42424242424242425, 0.06060606060606061, 0.24242424242424243, 0.0]"
VizWiz_train_00006340,0.690666666666667,"[0.3, 0.1, 0.2, 0.0, 0.1, 0.5333333333333333, 0.0]"
VizWiz_train_00005431,0.215333333333333,"[0.8666666666666667, 0.3, 0.0, 0.13333333333333333, 0.36666666666666664, 0.0, 0.0]"
VizWiz_train_00005213,0.490333333333333,"[0.6333333333333333, 0.2, 0.26666666666666666, 0.0, 0.2, 0.1, 0.0]"
VizWiz_train_00006536,0.3353125,"[0.6875, 0.40625, 0.0625, 0.1875, 0.125, 0.0, 0.0]"
VizWiz_train_00005391,0.261282051282051,"[0.6153846153846154, 0.5897435897435898, 0.358974358974359, 0.02564102564102564, 0.07692307692307693, 0.0, 0.0]"
VizWiz_train_00006082,0.844838709677419,"[0.0967741935483871, 0.03225806451612903, 0.03225806451612903, 0.03225806451612903, 0.0967741935483871, 0.9354838709677419, 0.03225806451612903]"
VizWiz_train_00005074,0.222068965517241,"[0.3103448275862069, 0.034482758620689655, 0.034482758620689655, 0.7241379310344828, 0.2413793103448276, 0.10344827586206896, 0.034482758620689655]"
VizWiz_train_00005021,0.67027027027027,"[0.21621621621621623, 0.05405405405405406, 0.1891891891891892, 0.10810810810810811, 0.1891891891891892, 0.4594594594594595, 0.0]"
VizWiz_train_00006284,0.695882352941177,"[0.029411764705882353, 0.029411764705882353, 0.47058823529411764, 0.23529411764705882, 0.08823529411764706, 0.2647058823529412, 0.0]"
VizWiz_train_00006871,0.6665625,"[0.125, 0.03125, 0.1875, 0.0, 0.125, 0.59375, 0.0]"
VizWiz_train_00005332,0.247837837837838,"[0.40540540540540543, 0.21621621621621623, 0.2972972972972973, 0.6486486486486487, 0.10810810810810811, 0.02702702702702703, 0.0]"
VizWiz_train_00005882,0.436764705882353,"[0.6764705882352942, 0.35294117647058826, 0.029411764705882353, 0.058823529411764705, 0.058823529411764705, 0.029411764705882353, 0.0]"
VizWiz_train_00006297,0.573333333333333,"[0.09090909090909091, 0.12121212121212122, 0.48484848484848486, 0.2727272727272727, 0.09090909090909091, 0.15151515151515152, 0.0]"
VizWiz_train_00005092,0.325,"[0.7352941176470589, 0.4411764705882353, 0.0, 0.0, 0.14705882352941177, 0.0, 0.0]"
VizWiz_train_00005415,0.3903125,"[0.59375, 0.46875, 0.125, 0.15625, 0.1875, 0.03125, 0.0]"
VizWiz_train_00005102,0.730606060606061,"[0.09090909090909091, 0.030303030303030304, 0.30303030303030304, 0.06060606060606061, 0.030303030303030304, 0.5151515151515151, 0.0]"
VizWiz_train_00006018,0.563243243243243,"[0.10810810810810811, 0.05405405405405406, 0.10810810810810811, 0.24324324324324326, 0.13513513513513514, 0.40540540540540543, 0.0]"
VizWiz_train_00005138,0.78,"[0.058823529411764705, 0.029411764705882353, 0.3235294117647059, 0.0, 0.058823529411764705, 0.5294117647058824, 0.0]"
VizWiz_train_00005110,0.762647058823529,"[0.058823529411764705, 0.029411764705882353, 0.2647058823529412, 0.0, 0.11764705882352941, 0.6764705882352942, 0.0]"
VizWiz_train_00005329,0.708125,"[0.21875, 0.0625, 0.46875, 0.09375, 0.125, 0.1875, 0.0]"
VizWiz_train_00005760,0.496129032258065,"[0.25806451612903225, 0.1935483870967742, 0.06451612903225806, 0.22580645161290322, 0.3548387096774194, 0.16129032258064516, 0.0]"
VizWiz_train_00005494,0.336666666666667,"[0.6363636363636364, 0.5151515151515151, 0.09090909090909091, 0.030303030303030304, 0.15151515151515152, 0.06060606060606061, 0.0]"
VizWiz_train_00006848,0.36125,"[0.71875, 0.3125, 0.375, 0.0, 0.375, 0.0625, 0.0]"
VizWiz_train_00006530,0.446969696969697,"[0.6666666666666666, 0.24242424242424243, 0.3333333333333333, 0.12121212121212122, 0.21212121212121213, 0.09090909090909091, 0.0]"
VizWiz_train_00006681,0.806571428571429,"[0.02857142857142857, 0.0, 0.2, 0.02857142857142857, 0.02857142857142857, 0.7714285714285715, 0.0]"
VizWiz_train_00005205,0.704516129032258,"[0.12903225806451613, 0.06451612903225806, 0.0967741935483871, 0.03225806451612903, 0.06451612903225806, 0.7741935483870968, 0.0]"
VizWiz_train_00006497,0.385588235294118,"[0.23529411764705882, 0.029411764705882353, 0.7941176470588235, 0.35294117647058826, 0.058823529411764705, 0.029411764705882353, 0.0]"
VizWiz_train_00005664,0.28,"[0.36666666666666664, 0.13333333333333333, 0.8, 0.23333333333333334, 0.06666666666666667, 0.0, 0.0]"
VizWiz_train_00006053,0.372857142857143,"[0.42857142857142855, 0.14285714285714285, 0.3142857142857143, 0.08571428571428572, 0.42857142857142855, 0.02857142857142857, 0.0]"
VizWiz_train_00005288,0.270285714285714,"[0.8285714285714286, 0.5428571428571428, 0.08571428571428572, 0.0, 0.14285714285714285, 0.0, 0.0]"
VizWiz_train_00006221,0.221818181818182,"[0.7575757575757576, 0.5151515151515151, 0.0, 0.0, 0.30303030303030304, 0.0, 0.0]"
VizWiz_train_00006379,0.268787878787879,"[0.7272727272727273, 0.30303030303030304, 0.18181818181818182, 0.36363636363636365, 0.12121212121212122, 0.0, 0.0]"
VizWiz_train_00005032,0.734358974358974,"[0.10256410256410256, 0.07692307692307693, 0.1794871794871795, 0.05128205128205128, 0.20512820512820512, 0.46153846153846156, 0.0]"
VizWiz_train_00006587,0.64051282051282,"[0.1794871794871795, 0.07692307692307693, 0.5128205128205128, 0.02564102564102564, 0.05128205128205128, 0.3333333333333333, 0.02564102564102564]"
VizWiz_train_00006370,0.225925925925926,"[0.037037037037037035, 0.07407407407407407, 0.037037037037037035, 0.8148148148148148, 0.1111111111111111, 0.0, 0.0]"
VizWiz_train_00006789,0.357,"[0.6, 0.2, 0.03333333333333333, 0.4666666666666667, 0.3, 0.0, 0.0]"
VizWiz_train_00005987,0.460645161290323,"[0.25806451612903225, 0.1935483870967742, 0.5806451612903226, 0.25806451612903225, 0.1935483870967742, 0.12903225806451613, 0.0]"
VizWiz_train_00005687,0.756363636363636,"[0.18181818181818182, 0.030303030303030304, 0.21212121212121213, 0.0, 0.06060606060606061, 0.6060606060606061, 0.0]"
VizWiz_train_00006685,0.287272727272727,"[0.6363636363636364, 0.18181818181818182, 0.7272727272727273, 0.2727272727272727, 0.12121212121212122, 0.0, 0.030303030303030304]"
VizWiz_train_00006445,0.670285714285714,"[0.3142857142857143, 0.11428571428571428, 0.17142857142857143, 0.02857142857142857, 0.02857142857142857, 0.4, 0.0]"
VizWiz_train_00005066,0.450857142857143,"[0.7142857142857143, 0.2, 0.11428571428571428, 0.02857142857142857, 0.11428571428571428, 0.02857142857142857, 0.0]"
VizWiz_train_00006695,0.721212121212121,"[0.12121212121212122, 0.030303030303030304, 0.21212121212121213, 0.09090909090909091, 0.09090909090909091, 0.5454545454545454, 0.0]"
VizWiz_train_00005562,0.585588235294118,"[0.11764705882352941, 0.11764705882352941, 0.3235294117647059, 0.14705882352941177, 0.20588235294117646, 0.2647058823529412, 0.0]"
VizWiz_train_00006061,0.078888888888889,"[0.2962962962962963, 0.1111111111111111, 0.6666666666666666, 0.1111111111111111, 0.037037037037037035, 0.07407407407407407, 0.037037037037037035]"
VizWiz_train_00005067,0.548965517241379,"[0.3103448275862069, 0.1724137931034483, 0.06896551724137931, 0.06896551724137931, 0.3103448275862069, 0.27586206896551724, 0.0]"
VizWiz_train_00006851,0.18921052631579,"[0.631578947368421, 0.7631578947368421, 0.13157894736842105, 0.07894736842105263, 0.02631578947368421, 0.0, 0.0]"
VizWiz_train_00005856,0.651081081081081,"[0.05405405405405406, 0.05405405405405406, 0.4594594594594595, 0.0, 0.08108108108108109, 0.3783783783783784, 0.02702702702702703]"
VizWiz_train_00006760,0.331379310344828,"[0.6206896551724138, 0.2413793103448276, 0.13793103448275862, 0.034482758620689655, 0.13793103448275862, 0.1724137931034483, 0.0]"
VizWiz_train_00005025,0.307647058823529,"[0.7058823529411765, 0.3235294117647059, 0.029411764705882353, 0.029411764705882353, 0.08823529411764706, 0.029411764705882353, 0.0]"
VizWiz_train_00006455,0.497575757575758,"[0.5757575757575758, 0.2727272727272727, 0.24242424242424243, 0.030303030303030304, 0.030303030303030304, 0.12121212121212122, 0.0]"
VizWiz_train_00005363,0.653513513513513,"[0.16216216216216217, 0.02702702702702703, 0.24324324324324326, 0.0, 0.10810810810810811, 0.4594594594594595, 0.0]"
VizWiz_train_00005127,0.575333333333333,"[0.23333333333333334, 0.03333333333333333, 0.3333333333333333, 0.5666666666666667, 0.06666666666666667, 0.23333333333333334, 0.0]"
VizWiz_train_00006222,0.386451612903226,"[0.5483870967741935, 0.3870967741935484, 0.3870967741935484, 0.1935483870967742, 0.12903225806451613, 0.0, 0.0]"
VizWiz_train_00005992,0.804054054054054,"[0.05405405405405406, 0.0, 0.13513513513513514, 0.02702702702702703, 0.05405405405405406, 0.7837837837837838, 0.0]"
VizWiz_train_00005422,0.76030303030303,"[0.030303030303030304, 0.0, 0.24242424242424243, 0.030303030303030304, 0.09090909090909091, 0.696969696969697, 0.0]"
VizWiz_train_00006466,0.322424242424242,"[0.6666666666666666, 0.6060606060606061, 0.0, 0.06060606060606061, 0.06060606060606061, 0.0, 0.0]"
VizWiz_train_00005864,0.456764705882353,"[0.35294117647058826, 0.23529411764705882, 0.14705882352941177, 0.17647058823529413, 0.29411764705882354, 0.058823529411764705, 0.0]"
VizWiz_train_00006920,0.6828125,"[0.1875, 0.09375, 0.125, 0.03125, 0.0625, 0.5625, 0.0]"
VizWiz_train_00005565,0.599090909090909,"[0.21212121212121213, 0.030303030303030304, 0.15151515151515152, 0.030303030303030304, 0.15151515151515152, 0.48484848484848486, 0.0]"
VizWiz_train_00006569,0.387142857142857,"[0.8, 0.08571428571428572, 0.22857142857142856, 0.05714285714285714, 0.22857142857142856, 0.05714285714285714, 0.0]"
VizWiz_train_00005920,0.669411764705882,"[0.058823529411764705, 0.11764705882352941, 0.4117647058823529, 0.20588235294117646, 0.08823529411764706, 0.3235294117647059, 0.0]"
VizWiz_train_00006947,0.22258064516129,"[0.7741935483870968, 0.5483870967741935, 0.16129032258064516, 0.1935483870967742, 0.3548387096774194, 0.0, 0.0]"
VizWiz_train_00005080,0.645625,"[0.375, 0.09375, 0.25, 0.0, 0.0625, 0.375, 0.0]"
VizWiz_train_00005634,0.547647058823529,"[0.4117647058823529, 0.17647058823529413, 0.23529411764705882, 0.058823529411764705, 0.08823529411764706, 0.29411764705882354, 0.029411764705882353]"
VizWiz_train_00006083,0.228387096774194,"[0.9354838709677419, 0.22580645161290322, 0.06451612903225806, 0.06451612903225806, 0.22580645161290322, 0.0, 0.0]"
VizWiz_train_00005081,0.381764705882353,"[0.6176470588235294, 0.23529411764705882, 0.029411764705882353, 0.14705882352941177, 0.14705882352941177, 0.08823529411764706, 0.0]"
VizWiz_train_00005610,0.5009375,"[0.15625, 0.15625, 0.15625, 0.15625, 0.28125, 0.3125, 0.0]"
VizWiz_train_00005119,0.582702702702703,"[0.32432432432432434, 0.21621621621621623, 0.40540540540540543, 0.05405405405405406, 0.16216216216216217, 0.16216216216216217, 0.0]"
VizWiz_train_00006435,0.59027027027027,"[0.2972972972972973, 0.24324324324324326, 0.21621621621621623, 0.02702702702702703, 0.16216216216216217, 0.21621621621621623, 0.02702702702702703]"
VizWiz_train_00006558,0.426666666666667,"[0.6060606060606061, 0.2727272727272727, 0.42424242424242425, 0.06060606060606061, 0.15151515151515152, 0.09090909090909091, 0.0]"
VizWiz_train_00006898,0.52,"[0.3125, 0.25, 0.3125, 0.125, 0.125, 0.28125, 0.0]"
VizWiz_train_00006286,0.436129032258064,"[0.0967741935483871, 0.03225806451612903, 0.7741935483870968, 0.4838709677419355, 0.0967741935483871, 0.03225806451612903, 0.0]"
VizWiz_train_00006761,0.396571428571429,"[0.6857142857142857, 0.2571428571428571, 0.2, 0.3142857142857143, 0.05714285714285714, 0.0, 0.0]"
VizWiz_train_00005069,0.445277777777778,"[0.5833333333333334, 0.1388888888888889, 0.1388888888888889, 0.0, 0.19444444444444445, 0.1388888888888889, 0.0]"
VizWiz_train_00006573,0.469722222222222,"[0.6388888888888888, 0.25, 0.027777777777777776, 0.0, 0.16666666666666666, 0.027777777777777776, 0.0]"
VizWiz_train_00005923,0.415454545454546,"[0.5757575757575758, 0.48484848484848486, 0.0, 0.0, 0.12121212121212122, 0.030303030303030304, 0.0]"
VizWiz_train_00005017,0.517575757575758,"[0.5151515151515151, 0.06060606060606061, 0.12121212121212122, 0.0, 0.24242424242424243, 0.15151515151515152, 0.0]"
VizWiz_train_00005572,0.717058823529412,"[0.058823529411764705, 0.0, 0.5, 0.0, 0.058823529411764705, 0.4411764705882353, 0.0]"
VizWiz_train_00006557,0.783666666666667,"[0.03333333333333333, 0.06666666666666667, 0.13333333333333333, 0.03333333333333333, 0.0, 0.9333333333333333, 0.0]"
VizWiz_train_00006173,0.692333333333333,"[0.2, 0.03333333333333333, 0.16666666666666666, 0.03333333333333333, 0.1, 0.5333333333333333, 0.0]"
VizWiz_train_00005372,0.608,"[0.23333333333333334, 0.06666666666666667, 0.2, 0.2, 0.13333333333333333, 0.43333333333333335, 0.0]"
VizWiz_train_00006160,0.584516129032258,"[0.2903225806451613, 0.06451612903225806, 0.3548387096774194, 0.06451612903225806, 0.06451612903225806, 0.3225806451612903, 0.0]"
VizWiz_train_00005225,0.417741935483871,"[0.45161290322580644, 0.3225806451612903, 0.41935483870967744, 0.3225806451612903, 0.2903225806451613, 0.06451612903225806, 0.0]"
VizWiz_train_00006936,0.2690625,"[0.71875, 0.375, 0.0625, 0.0625, 0.34375, 0.03125, 0.0]"
VizWiz_train_00006867,0.33975,"[0.45, 0.175, 0.0, 0.25, 0.45, 0.075, 0.0]"
VizWiz_train_00006944,0.397352941176471,"[0.5882352941176471, 0.20588235294117646, 0.08823529411764706, 0.058823529411764705, 0.17647058823529413, 0.058823529411764705, 0.0]"
VizWiz_train_00006250,0.33,"[0.5, 0.1, 0.03333333333333333, 0.1, 0.26666666666666666, 0.23333333333333334, 0.03333333333333333]"
VizWiz_train_00005531,0.454,"[0.6, 0.17142857142857143, 0.05714285714285714, 0.0, 0.42857142857142855, 0.17142857142857143, 0.0]"
VizWiz_train_00006904,0.473076923076923,"[0.3333333333333333, 0.1794871794871795, 0.48717948717948717, 0.07692307692307693, 0.15384615384615385, 0.07692307692307693, 0.0]"
VizWiz_train_00005847,0.649142857142857,"[0.14285714285714285, 0.11428571428571428, 0.17142857142857143, 0.05714285714285714, 0.2, 0.37142857142857144, 0.0]"
VizWiz_train_00006985,0.420277777777778,"[0.6666666666666666, 0.16666666666666666, 0.05555555555555555, 0.027777777777777776, 0.19444444444444445, 0.027777777777777776, 0.0]"
VizWiz_train_00006454,0.683030303030303,"[0.09090909090909091, 0.0, 0.3939393939393939, 0.0, 0.12121212121212122, 0.42424242424242425, 0.030303030303030304]"
VizWiz_train_00006967,0.567058823529412,"[0.2647058823529412, 0.029411764705882353, 0.20588235294117646, 0.0, 0.23529411764705882, 0.38235294117647056, 0.0]"
VizWiz_train_00006107,0.722424242424242,"[0.06060606060606061, 0.09090909090909091, 0.15151515151515152, 0.06060606060606061, 0.18181818181818182, 0.6060606060606061, 0.0]"
VizWiz_train_00006027,0.780322580645161,"[0.06451612903225806, 0.0, 0.16129032258064516, 0.0, 0.0967741935483871, 0.8064516129032258, 0.0]"
VizWiz_train_00005414,0.514411764705882,"[0.4117647058823529, 0.17647058823529413, 0.11764705882352941, 0.029411764705882353, 0.38235294117647056, 0.17647058823529413, 0.0]"
VizWiz_train_00006955,0.506666666666667,"[0.5, 0.25, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.2222222222222222, 0.0]"
VizWiz_train_00005825,0.575277777777778,"[0.08333333333333333, 0.1388888888888889, 0.25, 0.0, 0.1388888888888889, 0.4166666666666667, 0.05555555555555555]"
VizWiz_train_00005593,0.527714285714286,"[0.45714285714285713, 0.17142857142857143, 0.22857142857142856, 0.02857142857142857, 0.08571428571428572, 0.2, 0.0]"
VizWiz_train_00005249,0.43972972972973,"[0.6216216216216216, 0.21621621621621623, 0.24324324324324326, 0.13513513513513514, 0.21621621621621623, 0.05405405405405406, 0.0]"
VizWiz_train_00005220,0.402222222222222,"[0.7777777777777778, 0.05555555555555555, 0.027777777777777776, 0.1388888888888889, 0.2222222222222222, 0.16666666666666666, 0.027777777777777776]"
VizWiz_train_00005860,0.345625,"[0.625, 0.46875, 0.0, 0.125, 0.03125, 0.03125, 0.0]"
VizWiz_train_00006404,0.662857142857143,"[0.17142857142857143, 0.08571428571428572, 0.08571428571428572, 0.02857142857142857, 0.14285714285714285, 0.5428571428571428, 0.02857142857142857]"
VizWiz_train_00006100,0.735833333333333,"[0.16666666666666666, 0.05555555555555555, 0.16666666666666666, 0.05555555555555555, 0.027777777777777776, 0.5833333333333334, 0.0]"
VizWiz_train_00006562,0.362857142857143,"[0.7142857142857143, 0.2857142857142857, 0.17142857142857143, 0.0, 0.14285714285714285, 0.02857142857142857, 0.0]"
VizWiz_train_00005937,0.588857142857143,"[0.2, 0.08571428571428572, 0.17142857142857143, 0.14285714285714285, 0.17142857142857143, 0.4, 0.0]"
VizWiz_train_00005606,0.704,"[0.0, 0.05714285714285714, 0.4, 0.08571428571428572, 0.05714285714285714, 0.42857142857142855, 0.0]"
VizWiz_train_00005680,0.661666666666667,"[0.03333333333333333, 0.1, 0.5333333333333333, 0.0, 0.03333333333333333, 0.36666666666666664, 0.0]"
VizWiz_train_00006617,0.058260869565217,"[0.0, 0.0, 0.043478260869565216, 1.0434782608695652, 0.0, 0.043478260869565216, 0.043478260869565216]"
VizWiz_train_00005981,0.607692307692308,"[0.15384615384615385, 0.02564102564102564, 0.23076923076923078, 0.10256410256410256, 0.3076923076923077, 0.3076923076923077, 0.0]"
VizWiz_train_00006551,0.620294117647059,"[0.11764705882352941, 0.058823529411764705, 0.38235294117647056, 0.0, 0.08823529411764706, 0.4411764705882353, 0.0]"
VizWiz_train_00005718,0.313548387096774,"[0.5161290322580645, 0.25806451612903225, 0.4838709677419355, 0.12903225806451613, 0.3548387096774194, 0.0, 0.0]"
VizWiz_train_00006847,0.736944444444444,"[0.1111111111111111, 0.0, 0.1388888888888889, 0.0, 0.08333333333333333, 0.6666666666666666, 0.0]"
VizWiz_train_00005605,0.438571428571428,"[0.4642857142857143, 0.21428571428571427, 0.21428571428571427, 0.07142857142857142, 0.21428571428571427, 0.21428571428571427, 0.0]"
VizWiz_train_00006267,0.2275,"[0.8125, 0.4375, 0.21875, 0.40625, 0.40625, 0.0, 0.0]"
VizWiz_train_00006304,0.385,"[0.6111111111111112, 0.16666666666666666, 0.16666666666666666, 0.027777777777777776, 0.3055555555555556, 0.05555555555555555, 0.0]"
VizWiz_train_00005960,0.374,"[0.5714285714285714, 0.17142857142857143, 0.5142857142857142, 0.22857142857142856, 0.05714285714285714, 0.02857142857142857, 0.0]"
VizWiz_train_00005015,0.065454545454546,"[0.045454545454545456, 0.0, 0.09090909090909091, 0.9545454545454546, 0.09090909090909091, 0.0, 0.09090909090909091]"
VizWiz_train_00006380,0.587777777777778,"[0.2777777777777778, 0.08333333333333333, 0.1388888888888889, 0.16666666666666666, 0.1111111111111111, 0.3611111111111111, 0.0]"
VizWiz_train_00006863,0.319428571428571,"[0.5714285714285714, 0.42857142857142855, 0.02857142857142857, 0.0, 0.08571428571428572, 0.05714285714285714, 0.0]"
VizWiz_train_00005601,0.703030303030303,"[0.0, 0.0, 0.48484848484848486, 0.18181818181818182, 0.09090909090909091, 0.45454545454545453, 0.0]"
VizWiz_train_00006725,0.636857142857143,"[0.17142857142857143, 0.08571428571428572, 0.14285714285714285, 0.2571428571428571, 0.17142857142857143, 0.2857142857142857, 0.0]"
VizWiz_train_00006683,0.709142857142857,"[0.0, 0.02857142857142857, 0.4, 0.02857142857142857, 0.08571428571428572, 0.45714285714285713, 0.0]"
VizWiz_train_00006769,0.215151515151515,"[0.7575757575757576, 0.7575757575757576, 0.09090909090909091, 0.030303030303030304, 0.12121212121212122, 0.0, 0.0]"
VizWiz_train_00005928,0.411111111111111,"[0.3333333333333333, 0.19444444444444445, 0.05555555555555555, 0.1388888888888889, 0.19444444444444445, 0.2222222222222222, 0.0]"
VizWiz_train_00005632,0.245454545454545,"[0.5757575757575758, 0.5151515151515151, 0.5151515151515151, 0.18181818181818182, 0.21212121212121213, 0.06060606060606061, 0.0]"
VizWiz_train_00006988,0.153333333333333,"[0.7666666666666667, 0.8333333333333334, 0.13333333333333333, 0.13333333333333333, 0.26666666666666666, 0.0, 0.0]"
VizWiz_train_00005854,0.254838709677419,"[0.7741935483870968, 0.45161290322580644, 0.0967741935483871, 0.0, 0.12903225806451613, 0.0, 0.0]"
VizWiz_train_00006169,0.435,"[0.6875, 0.09375, 0.34375, 0.15625, 0.15625, 0.09375, 0.03125]"
VizWiz_train_00006228,0.785142857142857,"[0.05714285714285714, 0.08571428571428572, 0.11428571428571428, 0.05714285714285714, 0.02857142857142857, 0.7142857142857143, 0.0]"
VizWiz_train_00006172,0.608108108108108,"[0.08108108108108109, 0.02702702702702703, 0.2972972972972973, 0.32432432432432434, 0.05405405405405406, 0.35135135135135137, 0.02702702702702703]"
VizWiz_train_00005537,0.270909090909091,"[0.7272727272727273, 0.45454545454545453, 0.09090909090909091, 0.030303030303030304, 0.15151515151515152, 0.0, 0.0]"
VizWiz_train_00005132,0.1653125,"[0.96875, 0.3125, 0.03125, 0.125, 0.1875, 0.0, 0.0]"
VizWiz_train_00006583,0.691212121212121,"[0.12121212121212122, 0.030303030303030304, 0.21212121212121213, 0.030303030303030304, 0.09090909090909091, 0.5757575757575758, 0.0]"
VizWiz_train_00006919,0.305588235294118,"[0.8823529411764706, 0.4117647058823529, 0.0, 0.0, 0.058823529411764705, 0.0, 0.0]"
VizWiz_train_00006022,0.690333333333333,"[0.26666666666666666, 0.06666666666666667, 0.16666666666666666, 0.06666666666666667, 0.23333333333333334, 0.5, 0.03333333333333333]"
VizWiz_train_00006309,0.467567567567568,"[0.35135135135135137, 0.10810810810810811, 0.6756756756756757, 0.21621621621621623, 0.16216216216216217, 0.02702702702702703, 0.0]"
VizWiz_train_00005519,0.465,"[0.2222222222222222, 0.1388888888888889, 0.7777777777777778, 0.1111111111111111, 0.05555555555555555, 0.16666666666666666, 0.0]"
VizWiz_train_00006721,0.46,"[0.25806451612903225, 0.1935483870967742, 0.03225806451612903, 0.0967741935483871, 0.3548387096774194, 0.1935483870967742, 0.0]"
VizWiz_train_00006307,0.711212121212121,"[0.3939393939393939, 0.06060606060606061, 0.15151515151515152, 0.030303030303030304, 0.030303030303030304, 0.5151515151515151, 0.0]"
VizWiz_train_00005958,0.309473684210526,"[0.7894736842105263, 0.39473684210526316, 0.0, 0.0, 0.0, 0.02631578947368421, 0.0]"
VizWiz_train_00005716,0.673428571428571,"[0.2, 0.14285714285714285, 0.17142857142857143, 0.05714285714285714, 0.05714285714285714, 0.42857142857142855, 0.0]"
VizWiz_train_00005677,0.245,"[0.625, 0.75, 0.0625, 0.0, 0.15625, 0.0, 0.0]"
VizWiz_train_00005432,0.411142857142857,"[0.7428571428571429, 0.2857142857142857, 0.0, 0.02857142857142857, 0.14285714285714285, 0.05714285714285714, 0.0]"
VizWiz_train_00006442,0.645945945945946,"[0.08108108108108109, 0.05405405405405406, 0.13513513513513514, 0.02702702702702703, 0.10810810810810811, 0.6486486486486487, 0.0]"
VizWiz_train_00005229,0.383928571428571,"[0.6071428571428571, 0.21428571428571427, 0.10714285714285714, 0.14285714285714285, 0.21428571428571427, 0.10714285714285714, 0.0]"
VizWiz_train_00005098,0.194722222222222,"[0.5555555555555556, 0.25, 0.3333333333333333, 0.5833333333333334, 0.05555555555555555, 0.0, 0.0]"
VizWiz_train_00006106,0.517222222222222,"[0.3611111111111111, 0.08333333333333333, 0.3888888888888889, 0.027777777777777776, 0.08333333333333333, 0.25, 0.0]"
VizWiz_train_00005255,0.523428571428571,"[0.2857142857142857, 0.17142857142857143, 0.14285714285714285, 0.08571428571428572, 0.22857142857142856, 0.2571428571428571, 0.0]"
VizWiz_train_00006496,0.317,"[0.6666666666666666, 0.3333333333333333, 0.3, 0.0, 0.26666666666666666, 0.0, 0.0]"
VizWiz_train_00006397,0.736571428571428,"[0.14285714285714285, 0.08571428571428572, 0.17142857142857143, 0.02857142857142857, 0.08571428571428572, 0.4857142857142857, 0.02857142857142857]"
VizWiz_train_00005101,0.6896875,"[0.03125, 0.03125, 0.34375, 0.0, 0.15625, 0.5625, 0.0]"
VizWiz_train_00005635,0.501764705882353,"[0.6176470588235294, 0.11764705882352941, 0.17647058823529413, 0.08823529411764706, 0.11764705882352941, 0.058823529411764705, 0.0]"
VizWiz_train_00006976,0.637142857142857,"[0.02857142857142857, 0.02857142857142857, 0.5428571428571428, 0.17142857142857143, 0.08571428571428572, 0.34285714285714286, 0.0]"
VizWiz_train_00005804,0.501428571428571,"[0.45714285714285713, 0.2857142857142857, 0.37142857142857144, 0.02857142857142857, 0.08571428571428572, 0.02857142857142857, 0.0]"
VizWiz_train_00006774,0.778648648648649,"[0.21621621621621623, 0.08108108108108109, 0.21621621621621623, 0.0, 0.02702702702702703, 0.5135135135135135, 0.0]"
VizWiz_train_00006472,0.430666666666667,"[0.4666666666666667, 0.2, 0.2, 0.16666666666666666, 0.23333333333333334, 0.13333333333333333, 0.0]"
VizWiz_train_00005302,0.455161290322581,"[0.25806451612903225, 0.12903225806451613, 0.06451612903225806, 0.06451612903225806, 0.3225806451612903, 0.3870967741935484, 0.0]"
